RecordID_Int,ParcelNumber,SaleDate,SaleAmount,BookPage
34245,470056130,1996-10-31T00:00:00.000Z,160500,0:0
34246,470056140,2006-06-30T00:00:00.000Z,410000,1094:293
34247,470056140,1997-01-31T00:00:00.000Z,169500,687:425
34248,470056140,1993-10-12T00:00:00.000Z,0,0:0
34249,470056140,2011-05-09T00:00:00.000Z,355000,2011:1683
34250,470056140,2001-05-15T00:00:00.000Z,0,808:756
34251,470056150,1995-06-30T00:00:00.000Z,144900,654:229
34252,470056150,1993-10-12T00:00:00.000Z,0,613:536
34253,470056160,2008-08-20T00:00:00.000Z,385000,2008:4197
34254,470056160,1995-07-27T00:00:00.000Z,162000,655:626
34255,470056160,1993-10-12T00:00:00.000Z,0,0:0
34256,470056170,1998-06-19T00:00:00.000Z,169900,724:719
34257,470056170,1993-10-12T00:00:00.000Z,0,0:0
34258,470056170,2015-10-02T00:00:00.000Z,340000,2015:3713
34259,470056170,2003-08-13T00:00:00.000Z,293000,928:884
34260,470056170,1995-04-28T00:00:00.000Z,155200,650:717
34261,470056180,2002-06-03T00:00:00.000Z,255000,855:234
34262,470056180,1998-06-12T00:00:00.000Z,165000,723:801
34263,470056180,1997-08-08T00:00:00.000Z,0,700:382
34264,470056180,1994-06-30T00:00:00.000Z,147500,0:0
34265,470056200,1996-06-21T00:00:00.000Z,149900,674:46
34266,470056200,1993-10-29T00:00:00.000Z,139950,615:540
34267,470056300,1993-05-21T00:00:00.000Z,0,603:160
34268,470056300,2015-02-13T00:00:00.000Z,0,2015:445
34269,470056300,2016-06-07T00:00:00.000Z,461000,2016:2020
34270,470056300,2016-12-01T00:00:00.000Z,0,2016:4603
34271,470056300,1993-06-25T00:00:00.000Z,116900,605:720
34272,470056400,2003-06-03T00:00:00.000Z,247000,910:834
34273,470056400,1994-09-12T00:00:00.000Z,147900,639:16
34274,470056400,2008-06-10T00:00:00.000Z,330000,2008:2775
34275,470056400,1998-04-07T00:00:00.000Z,152000,717:328
34276,470056400,1993-10-12T00:00:00.000Z,0,0:0
34277,470056500,2009-06-16T00:00:00.000Z,0,2009:2479
34278,470056500,1993-10-12T00:00:00.000Z,0,0:0
34279,470056500,1993-12-23T00:00:00.000Z,143900,620:45
34280,470056500,2017-05-03T00:00:00.000Z,375000,2017:1630
34281,470056600,1996-10-31T00:00:00.000Z,0,682:529
34282,470056600,2011-05-27T00:00:00.000Z,275000,2011:1876
34283,470056600,1996-02-28T00:00:00.000Z,160950,0:0
34284,470056700,1995-03-29T00:00:00.000Z,142900,649:151
34285,470056700,1993-10-12T00:00:00.000Z,0,613:536
34286,470056800,2002-06-03T00:00:00.000Z,232500,855:64
34287,470056800,1993-10-12T00:00:00.000Z,1,0:0
34288,470056800,2008-05-01T00:00:00.000Z,319000,1186:457
34289,470056800,1995-11-15T00:00:00.000Z,147900,662:486
34290,470056900,2006-03-02T00:00:00.000Z,0,1072:188
34291,470056900,1996-03-14T00:00:00.000Z,148650,668:97
34292,470056900,2004-06-25T00:00:00.000Z,0,982:316
34293,470056900,1999-04-26T00:00:00.000Z,195000,751:381
34294,470056900,1993-10-12T00:00:00.000Z,0,0:0
34295,47A001000,2011-12-21T00:00:00.000Z,0,W2011:677
34296,47A001000,2013-02-01T00:00:00.000Z,187500,2013:591
34297,47A001000,1979-08-08T00:00:00.000Z,0,404:825
34298,47A001000,1964-11-02T00:00:00.000Z,17500,259:312
34299,47A002000,2004-06-11T00:00:00.000Z,185000,980:103
34300,47A002000,1976-08-06T00:00:00.000Z,39500,377:77
34301,47A003000,1999-06-07T00:00:00.000Z,95500,755:772
34302,47A003000,2003-07-29T00:00:00.000Z,181500,924:405
34303,47A003000,1972-04-26T00:00:00.000Z,30000,335:18
34304,47A004000,2002-03-27T00:00:00.000Z,115000,845:626
34305,47A004000,1978-04-07T00:00:00.000Z,0,360:281
34306,47A004000,1974-10-04T00:00:00.000Z,38500,0:0
34307,47A005000,2009-06-23T00:00:00.000Z,254000,2009:2628
34308,47A005000,2001-03-09T00:00:00.000Z,133850,802:633
34309,47A005000,1992-08-17T00:00:00.000Z,98450,586:162
34310,47A005000,1991-05-22T00:00:00.000Z,0,0:0
34311,47A006000,1988-08-15T00:00:00.000Z,73900,516:640
34312,47A006000,1995-06-30T00:00:00.000Z,81000,654:343
34313,47A007000,1977-12-05T00:00:00.000Z,40000,389:641
34314,47A008000,1986-07-02T00:00:00.000Z,73000,479:704
34315,47A008000,1981-02-27T00:00:00.000Z,64000,418:230
34316,47A009000,2003-03-10T00:00:00.000Z,178000,895:36
34317,47A009000,1991-07-12T00:00:00.000Z,100000,0:0
34318,47A009000,2001-07-30T00:00:00.000Z,134000,817:498
34319,47A009000,1995-08-10T00:00:00.000Z,109000,656:662
34320,47A010000,2001-04-27T00:00:00.000Z,131500,807:76
34321,47A010000,1975-08-28T00:00:00.000Z,36000,0:0
34322,47A010000,2006-11-08T00:00:00.000Z,0,1115:324
34323,47A010000,1984-06-15T00:00:00.000Z,70000,451:301
34324,47A011000,1986-05-30T00:00:00.000Z,82300,478:81
34325,47A011000,1985-06-03T00:00:00.000Z,74000,463:607
34326,47A012000,1979-11-16T00:00:00.000Z,58000,407:422
34327,47A013000,1996-09-04T00:00:00.000Z,105000,679:429
34328,47A013000,1987-08-27T00:00:00.000Z,74500,500:805
34329,47A014000,2010-04-28T00:00:00.000Z,0,W2010:170
34330,47A014000,2016-05-27T00:00:00.000Z,0,W2016:174
34331,47A014000,1977-04-04T00:00:00.000Z,47500,383:88
34332,47A015000,2005-03-30T00:00:00.000Z,246000,1022:163
34333,47A015000,2005-03-30T00:00:00.000Z,246000,1022:163
34334,47A015000,2001-06-12T00:00:00.000Z,159500,812:431
34335,47A015000,1996-06-04T00:00:00.000Z,115000,672:737
34336,47A015000,1995-05-25T00:00:00.000Z,0,0:0
34337,47A015000,2007-06-20T00:00:00.000Z,290000,1146:968
34338,47A016000,1974-06-25T00:00:00.000Z,32300,357:470
34339,47A016000,2016-06-15T00:00:00.000Z,302000,2016:2173
34340,47A017000,2016-03-09T00:00:00.000Z,0,W2016:65
34341,47A017000,2017-02-21T00:00:00.000Z,0,2017:76
34342,47A017000,1970-07-17T00:00:00.000Z,22000,318:33
34343,47A017000,2017-02-28T00:00:00.000Z,281900,2017:750
34344,47A018000,1999-04-09T00:00:00.000Z,0,750:236
34345,47A018000,1978-04-21T00:00:00.000Z,47500,392:63
34346,47A019000,1987-05-29T00:00:00.000Z,85000,496:124
34347,47A019000,2015-05-01T00:00:00.000Z,295500,2015:1379
34348,47A019000,2010-11-16T00:00:00.000Z,245000,2010:4244
34349,47A019000,1981-03-26T00:00:00.000Z,0,0:0
34350,47A020000,1966-01-07T00:00:00.000Z,22300,273:323
34351,47A021000,1991-05-15T00:00:00.000Z,0,559:101
34352,47A021000,1982-10-01T00:00:00.000Z,62000,0:0
34353,47A021000,2004-11-05T00:00:00.000Z,0,1003:106
34354,47A021000,2015-09-23T00:00:00.000Z,308000,2015:3569
34355,47A022000,2005-08-12T00:00:00.000Z,0,1042:763
34356,47A022000,2004-04-14T00:00:00.000Z,0,968:36
34357,47A022000,1992-05-28T00:00:00.000Z,106000,580:543
34358,47A022000,2006-02-01T00:00:00.000Z,0,1068:593
34359,47A022000,2005-08-12T00:00:00.000Z,0,1042:763
34360,47A022000,1998-02-02T00:00:00.000Z,0,711:655
34361,47A023000,1993-08-20T00:00:00.000Z,100000,609:744
34362,47A023000,2000-10-23T00:00:00.000Z,149000,793:220
34363,47A023000,1989-03-17T00:00:00.000Z,75000,0:0
34364,47A024000,1966-09-02T00:00:00.000Z,18900,281:195
34365,47A024000,2010-07-21T00:00:00.000Z,0,W2010:197
34366,47A025000,2005-09-28T00:00:00.000Z,261000,1048:841
34367,47A025000,1986-04-18T00:00:00.000Z,69000,476:277
34368,47A025000,1998-08-11T00:00:00.000Z,111470,729:643
34369,47A025000,1979-09-10T00:00:00.000Z,55000,405:820
34370,47A025000,2017-04-11T00:00:00.000Z,320000,2017:1331
34371,47A026000,1966-08-25T00:00:00.000Z,18800,280:586
34372,47A027000,1979-08-30T00:00:00.000Z,56750,405:554
34373,47A028000,2013-01-23T00:00:00.000Z,0,2013:386
34374,47A028000,2005-07-27T00:00:00.000Z,360000,1040:539
34375,47A028000,2005-07-27T00:00:00.000Z,360000,1040:539
34376,47A028000,1993-07-21T00:00:00.000Z,126000,607:553
34377,47A028000,1988-11-02T00:00:00.000Z,94900,0:0
34378,47A028000,2017-05-17T00:00:00.000Z,429900,2017:1879
34379,47A029000,2005-07-01T00:00:00.000Z,310000,1036:603
34380,47A029000,2003-05-30T00:00:00.000Z,231000,910:326
34381,47A029000,1996-01-30T00:00:00.000Z,0,0:0
34382,47A029000,2000-09-11T00:00:00.000Z,179000,790:205
34383,47A029000,1999-04-29T00:00:00.000Z,126500,751:729
34384,47A029000,1997-09-23T00:00:00.000Z,124900,703:477
34385,47A029000,2015-08-10T00:00:00.000Z,0,2015:2952
34386,47A030000,1976-10-15T00:00:00.000Z,39500,369:4
34387,47A030000,2009-06-17T00:00:00.000Z,220000,2009:2525
34388,47A031000,1988-04-15T00:00:00.000Z,87000,510:13
34389,47A031000,1995-01-26T00:00:00.000Z,0,646:319
34390,47A032000,2014-07-28T00:00:00.000Z,315000,2014:2600
34391,47A032000,2008-08-13T00:00:00.000Z,0,2008:4072
34392,47A032000,2014-02-03T00:00:00.000Z,190000,2014:351
34393,47A032000,1967-12-06T00:00:00.000Z,21500,294:271
34394,47A032000,2017-04-05T00:00:00.000Z,315000,2017:1246
34395,47A033000,2016-08-12T00:00:00.000Z,0,2016:3066
34396,47A033000,1971-12-31T00:00:00.000Z,33900,332:376
34397,47A034000,2013-11-07T00:00:00.000Z,285000,2013:5464
34398,47A034000,2003-03-13T00:00:00.000Z,202500,895:579
34399,47A034000,2002-10-09T00:00:00.000Z,123800,872:706
34400,47A034000,1967-10-26T00:00:00.000Z,23900,293:229
34401,47A034000,2014-10-31T00:00:00.000Z,0,2014:3794
34402,47A035000,1974-08-01T00:00:00.000Z,40000,359:1
34403,47A036000,1995-09-15T00:00:00.000Z,103900,659:114
34404,47A036000,2015-10-05T00:00:00.000Z,0,2015:3716
34405,47A036000,1993-07-19T00:00:00.000Z,65500,607:362
34406,47A037000,2008-05-30T00:00:00.000Z,246900,2008:2560
34407,47A037000,2005-05-24T00:00:00.000Z,229900,1029:925
34408,47A037000,2005-05-24T00:00:00.000Z,229900,1029:925
34409,47A037000,1991-05-30T00:00:00.000Z,0,560:178
34410,47A037000,1987-03-12T00:00:00.000Z,72500,0:0
34411,47A038000,1998-08-20T00:00:00.000Z,0,313:335
34412,47A038000,2016-11-14T00:00:00.000Z,277500,2016:4365
34413,47A038000,1969-12-10T00:00:00.000Z,23500,313:335
34414,47A039000,2010-08-31T00:00:00.000Z,217000,2010:3189
34415,47A039000,1994-02-16T00:00:00.000Z,0,0:0
34416,47A039000,2003-08-07T00:00:00.000Z,0,927:174
34417,47A039000,1997-02-19T00:00:00.000Z,102500,688:264
34418,47A040000,2013-07-15T00:00:00.000Z,0,2013:3389
34419,47A040000,2005-05-13T00:00:00.000Z,305000,1028:277
34420,47A040000,2002-10-31T00:00:00.000Z,180000,876:216
34421,47A040000,1971-05-18T00:00:00.000Z,20900,326:134
34422,47A040000,2013-05-10T00:00:00.000Z,280000,2013:2189
34423,47A040000,2005-05-13T00:00:00.000Z,305000,1028:277
34424,47A041000,1967-01-09T00:00:00.000Z,18000,284:442
34425,47A042000,2000-04-28T00:00:00.000Z,115000,779:808
34426,47A042000,1986-07-15T00:00:00.000Z,61000,480:271
34427,47A042000,1991-10-08T00:00:00.000Z,15555,567:271
34428,47A043000,1991-02-01T00:00:00.000Z,0,554:104
34429,47A043000,1991-02-01T00:00:00.000Z,94000,554:106
34430,47A044000,2008-07-31T00:00:00.000Z,290000,2008:3807
34431,47A044000,1993-09-03T00:00:00.000Z,108000,0:0
34432,47A044000,1996-06-12T00:00:00.000Z,117000,673:409
34433,47A048000,1970-02-25T00:00:00.000Z,700,314:455
34434,47A048000,2009-12-04T00:00:00.000Z,10300,2009:5300
34435,47A049000,2000-03-28T00:00:00.000Z,120000,777:806
34436,47A049000,2005-05-31T00:00:00.000Z,197000,1031:86
34437,47A049000,2004-01-08T00:00:00.000Z,13000,953:475
34438,47A049000,1993-05-14T00:00:00.000Z,0,602:491
34439,47A049000,1989-09-05T00:00:00.000Z,75600,0:0
34440,47A050000,1993-10-22T00:00:00.000Z,0,WB36:424
34441,47A050000,2017-08-01T00:00:00.000Z,0,2017:108
34442,47A050000,1969-08-19T00:00:00.000Z,21900,310:268
34443,47A051000,2001-11-30T00:00:00.000Z,0,830:641
34444,47A051000,1994-12-01T00:00:00.000Z,88000,643:588
34445,47A051000,1981-08-11T00:00:00.000Z,59000,0:0
34446,47A053000,2013-06-14T00:00:00.000Z,169900,2013:2846
34447,47A053000,1997-09-18T00:00:00.000Z,98500,703:245
34448,47A053000,2013-06-28T00:00:00.000Z,0,2013:3100
34449,47A053000,2013-04-16T00:00:00.000Z,48532,2013:1700
34450,47A053000,1992-04-20T00:00:00.000Z,0,578:108
34451,47A054000,2004-05-05T00:00:00.000Z,152500,972:938
34452,47A054000,1998-08-25T00:00:00.000Z,96500,731:188
34453,47A054000,1964-03-04T00:00:00.000Z,15600,0:0
34454,47A054000,2010-01-13T00:00:00.000Z,195000,2010:167
34455,47A054000,1996-06-27T00:00:00.000Z,94500,674:645
34456,47A055000,2010-06-09T00:00:00.000Z,212000,2010:1998
34457,47A055000,1965-07-22T00:00:00.000Z,16500,0:0
34458,47A055000,2004-05-26T00:00:00.000Z,194500,976:761
34459,47A055000,1990-05-07T00:00:00.000Z,88500,542:355
34460,47A055000,2015-07-27T00:00:00.000Z,0,2015:2747
34461,47A055000,2017-10-30T00:00:00.000Z,284700,2017:4180
34462,47A056000,2007-11-06T00:00:00.000Z,0,1165:716
34463,47A056000,1991-04-25T00:00:00.000Z,92500,557:740
34464,47A056000,2005-05-26T00:00:00.000Z,202000,1030:550
34465,47A056000,2005-05-26T00:00:00.000Z,202000,1030:550
34466,47A056000,1989-05-25T00:00:00.000Z,82900,0:0
34467,47A057000,2003-06-02T00:00:00.000Z,154000,910:432
34468,47A057000,1998-06-16T00:00:00.000Z,94000,724:407
34469,47A057000,2012-09-11T00:00:00.000Z,185000,2012:4119
34470,47A057000,2000-05-26T00:00:00.000Z,109900,781:623
34471,47A057000,1970-07-02T00:00:00.000Z,23500,317:411
34472,47A058000,2004-08-17T00:00:00.000Z,166500,991:283
34473,47A058000,2000-10-06T00:00:00.000Z,110000,792:429
34474,47A058000,1992-08-25T00:00:00.000Z,0,0:0
34475,47A058000,2012-02-27T00:00:00.000Z,0,2012:790
34476,47A058000,1992-08-25T00:00:00.000Z,0,586:631
34477,47A059000,2004-07-28T00:00:00.000Z,199900,987:500
34478,47A059000,1973-06-29T00:00:00.000Z,27500,0:0
34479,47A059000,1987-08-04T00:00:00.000Z,66500,499:740
34480,47A060000,2014-02-25T00:00:00.000Z,180900,2014:612
34481,47A060000,2004-07-30T00:00:00.000Z,185000,988:327
34482,47A060000,2002-11-22T00:00:00.000Z,132000,879:474
34483,47A060000,2002-02-20T00:00:00.000Z,61800,840:801
34484,47A060000,2000-04-21T00:00:00.000Z,24700,779:368
34485,47A060000,1996-12-26T00:00:00.000Z,0,334:209
34486,47A060000,1983-11-01T00:00:00.000Z,0,0:0
34487,47A060000,2014-08-28T00:00:00.000Z,149000,2014:3075
34488,47A061000,2010-04-30T00:00:00.000Z,238614,2010:1508
34489,47A061000,2010-01-25T00:00:00.000Z,0,2010:298
34490,47A061000,2007-04-03T00:00:00.000Z,0,1134:668
34491,47A061000,2005-02-04T00:00:00.000Z,0,1015:49
34492,47A061000,2010-03-05T00:00:00.000Z,0,2010:749
34493,47A061000,2009-08-21T00:00:00.000Z,0,2009:3697
34494,47A061000,2009-07-21T00:00:00.000Z,0,2009:3174
34495,47A061000,2008-03-24T00:00:00.000Z,0,1181:117
34496,47A061000,2006-06-06T00:00:00.000Z,0,1087:322
34497,47A061000,2005-02-04T00:00:00.000Z,0,1015:49
34498,47A061000,2004-02-17T00:00:00.000Z,0,958:754
34499,47A061000,2002-10-22T00:00:00.000Z,0,874:432
34500,47A061000,2001-12-28T00:00:00.000Z,0,834:627
34501,47A061000,2001-01-04T00:00:00.000Z,0,797:720
34502,47A061000,1997-04-15T00:00:00.000Z,98500,691:692
34503,47A061000,1991-06-20T00:00:00.000Z,91900,0:0
34504,47A062000,1997-01-13T00:00:00.000Z,0,WB40:443
34505,47A062000,1970-10-16T00:00:00.000Z,22000,320:531
34506,47A063000,1986-08-26T00:00:00.000Z,62000,482:522
34507,47A063000,1992-03-20T00:00:00.000Z,84000,576:72
34508,47A064000,1973-08-22T00:00:00.000Z,28000,350:179
34509,47A064000,1973-08-22T00:00:00.000Z,29500,350:181
34510,47A065000,1962-10-30T00:00:00.000Z,13900,383:179
34511,47A065000,2003-10-29T00:00:00.000Z,98000,943:248
34512,47A066000,1963-06-13T00:00:00.000Z,16200,241:255
34513,47A067000,1991-05-15T00:00:00.000Z,0,559:153
34514,47A067000,2015-12-23T00:00:00.000Z,0,2015:4731
34515,47A067000,2013-12-13T00:00:00.000Z,0,W2013:489
34516,47A067000,1983-07-01T00:00:00.000Z,37600,439:864
34517,47A068000,2008-03-27T00:00:00.000Z,0,1181:555
34518,47A068000,2005-11-04T00:00:00.000Z,245000,1054:708
34519,47A068000,2005-11-04T00:00:00.000Z,245000,1054:708
34520,47A068000,1997-10-17T00:00:00.000Z,0,705:308
34521,47A068000,1999-12-30T00:00:00.000Z,0,772:552
34522,47A068000,1975-11-10T00:00:00.000Z,0,0:0
34523,47A069000,1962-10-24T00:00:00.000Z,16500,CO383:46
34524,47A070000,2004-04-23T00:00:00.000Z,194900,969:943
34525,47A070000,1989-10-25T00:00:00.000Z,81000,0:0
34526,47A070000,1992-04-08T00:00:00.000Z,86900,577:347
34527,47A071000,1988-06-28T00:00:00.000Z,72000,514:187
34528,47A071000,1982-11-19T00:00:00.000Z,0,433:420
34529,47A072000,2003-05-23T00:00:00.000Z,171500,909:314
34530,47A072000,1986-12-17T00:00:00.000Z,65000,0:0
34531,47A072000,1998-09-11T00:00:00.000Z,105000,732:621
34532,47A072000,1997-06-16T00:00:00.000Z,88000,696:193
34533,47A073000,1982-01-11T00:00:00.000Z,0,WB25:564
34534,47A073000,1989-08-04T00:00:00.000Z,0,532:119
34535,47A074000,2011-12-13T00:00:00.000Z,185000,2011:4377
34536,47A074000,2005-10-04T00:00:00.000Z,196000,1049:696
34537,47A074000,2005-10-04T00:00:00.000Z,196000,1049:696
34538,47A074000,2000-08-31T00:00:00.000Z,114000,789:621
34539,47A074000,1992-10-16T00:00:00.000Z,80000,589:875
34540,47A074000,1989-04-21T00:00:00.000Z,0,0:0
34541,47A075000,2014-04-04T00:00:00.000Z,199000,2014:1056
34542,47A075000,1998-08-07T00:00:00.000Z,87000,729:474
34543,47A075000,2006-11-29T00:00:00.000Z,205000,1117:915
34544,47A075000,1992-12-16T00:00:00.000Z,81500,594:91
34545,47A075000,1972-11-03T00:00:00.000Z,19000,0:0
34546,47A076000,2013-04-02T00:00:00.000Z,0,2013:1492
34547,47A076000,1992-08-20T00:00:00.000Z,0,586:349
34548,47A076000,1975-06-09T00:00:00.000Z,33500,364:582
34549,47A076000,2014-07-24T00:00:00.000Z,0,W2014:308
34550,47A077000,2011-01-19T00:00:00.000Z,101537,2011:251
34551,47A077000,2003-10-02T00:00:00.000Z,189900,939:7
34552,47A077000,1983-11-18T00:00:00.000Z,60000,0:0
34553,47A077000,2011-06-22T00:00:00.000Z,180000,2011:2183
34554,47A077000,1991-03-28T00:00:00.000Z,89900,556:450
34555,47A078000,1986-12-30T00:00:00.000Z,66900,488:603
34556,47A078000,2000-07-24T00:00:00.000Z,123000,786:649
34557,47A078000,1980-07-25T00:00:00.000Z,52400,0:0
34558,47A079000,1963-10-03T00:00:00.000Z,15600,246:43
34559,47A079000,2003-01-29T00:00:00.000Z,0,WB46:767
34560,47A080000,1990-07-18T00:00:00.000Z,0,WB33:189
34561,47A080000,1977-08-08T00:00:00.000Z,40000,386:710
34562,47A081000,1990-12-28T00:00:00.000Z,86000,552:535
34563,47A081000,2013-04-19T00:00:00.000Z,0,2013:1775
34564,47A081000,1990-06-27T00:00:00.000Z,0,WB33:126
34565,47A082000,2002-03-11T00:00:00.000Z,0,843:320
34566,47A082000,2000-05-23T00:00:00.000Z,0,781:359
34567,47A082000,1961-01-01T00:00:00.000Z,15250,CO373:462
34568,47A083000,2016-05-12T00:00:00.000Z,85000,2016:1660
34569,47A083000,1962-01-01T00:00:00.000Z,15250,CO379:385
34570,47A083000,2016-09-06T00:00:00.000Z,270000,2016:3448
34571,47A084000,2011-04-01T00:00:00.000Z,0,2011:1262
34572,47A084000,1962-01-01T00:00:00.000Z,15350,CO376:7
34573,47A085000,1992-06-05T00:00:00.000Z,92000,581:360
34574,47A085000,1973-02-09T00:00:00.000Z,25500,343:254
34575,47A086000,1996-11-20T00:00:00.000Z,95000,683:554
34576,47A086000,1996-05-21T00:00:00.000Z,82500,0:0
34577,47A086000,2000-06-01T00:00:00.000Z,114000,782:253
34578,47A087000,2012-08-20T00:00:00.000Z,110100,2012:3691
34579,47A087000,2005-12-19T00:00:00.000Z,305000,1062:194
34580,47A087000,2003-07-21T00:00:00.000Z,164000,922:415
34581,47A087000,1999-11-08T00:00:00.000Z,13946,769:315
34582,47A087000,1996-03-27T00:00:00.000Z,14000,668:667
34583,47A087000,1963-05-03T00:00:00.000Z,500,0:0
34584,47A087000,2013-03-22T00:00:00.000Z,319950,2013:1306
34585,47A087000,2011-10-18T00:00:00.000Z,291150,2011:3675
34586,47A088000,1963-01-25T00:00:00.000Z,15500,237:319
34587,47A089000,2012-09-04T00:00:00.000Z,205000,2012:3951
34588,47A089000,1986-07-14T00:00:00.000Z,66900,480:232
34589,47A089000,1985-04-01T00:00:00.000Z,65000,0:0
34590,47A089000,2005-04-22T00:00:00.000Z,225000,1025:853
34591,47A089000,2004-08-02T00:00:00.000Z,198500,988:502
34592,47A089000,1998-07-24T00:00:00.000Z,103000,727:675
34593,47A090000,1984-08-31T00:00:00.000Z,0,454:828
34594,47A090000,1979-12-31T00:00:00.000Z,0,408:194
34595,47A090000,2015-12-30T00:00:00.000Z,0,W2015:667
34596,47A090000,2016-06-29T00:00:00.000Z,160000,2016:2391
34597,47A091000,2008-06-26T00:00:00.000Z,235000,2008:3125
34598,47A091000,1978-10-10T00:00:00.000Z,47500,397:64
34599,47A092000,1983-04-11T00:00:00.000Z,64000,436:840
34600,47A092000,2015-11-19T00:00:00.000Z,0,W2015:611
34601,47A093000,1999-05-25T00:00:00.000Z,115000,754:360
34602,47A093000,1999-06-30T00:00:00.000Z,126000,758:452
34603,47A093000,1994-03-31T00:00:00.000Z,105000,626:815
34604,47A093000,1978-06-14T00:00:00.000Z,44950,0:0
34605,47A094000,1994-01-31T00:00:00.000Z,94950,622:426
34606,47A094000,1990-10-17T00:00:00.000Z,0,549:700
34607,47A095000,1968-09-09T00:00:00.000Z,17500,301:395
34608,47A095000,2003-02-06T00:00:00.000Z,0,890:470
34609,47A096000,1976-03-10T00:00:00.000Z,35500,372:42
34610,47A096000,1989-01-13T00:00:00.000Z,75000,523:339
34611,47A097000,2012-01-05T00:00:00.000Z,204000,2012:67
34612,47A097000,1996-04-02T00:00:00.000Z,0,669:217
34613,47A097000,2003-08-04T00:00:00.000Z,216000,925:936
34614,47A097000,2000-12-15T00:00:00.000Z,0,796:715
34615,47A097000,1992-05-27T00:00:00.000Z,82250,0:0
34616,47A098000,2012-04-27T00:00:00.000Z,0,2012:1703
34617,47A098000,1980-07-11T00:00:00.000Z,54900,412:219
34618,47A098000,2012-04-27T00:00:00.000Z,0,2012:1704
34619,47A098000,1996-07-31T00:00:00.000Z,91000,677:36
34620,47A099000,1990-05-31T00:00:00.000Z,70000,543:447
34621,47A099000,1975-10-30T00:00:00.000Z,35400,369:196
34622,47A100000,2004-05-21T00:00:00.000Z,195000,975:902
34623,47A100000,1986-06-09T00:00:00.000Z,65000,478:433
34624,47A100000,2008-04-01T00:00:00.000Z,0,1182:456
34625,47A100000,1985-05-01T00:00:00.000Z,57340,0:0
34626,47A101000,1987-07-24T00:00:00.000Z,0,0:0
34627,47A101000,2005-04-15T00:00:00.000Z,214000,1024:664
34628,47A101000,2000-04-20T00:00:00.000Z,0,779:311
34629,47A101000,1992-01-25T00:00:00.000Z,0,499:174
34630,47A102000,2014-08-01T00:00:00.000Z,132000,2014:2719
34631,47A102000,1969-11-06T00:00:00.000Z,23250,312:484
34632,47A103000,2005-06-01T00:00:00.000Z,218000,1031:470
34633,47A103000,2002-06-24T00:00:00.000Z,138400,857:809
34634,47A103000,1987-07-02T00:00:00.000Z,65000,498:163
34635,47A103000,2017-05-03T00:00:00.000Z,271500,2017:1635
34636,47A103000,2017-11-01T00:00:00.000Z,0,2017:4248
34637,47A103000,2012-06-01T00:00:00.000Z,218000,2012:2325
34638,47A103000,2005-06-01T00:00:00.000Z,218000,1031:470
34639,47A103000,1978-04-14T00:00:00.000Z,43500,0:0
34640,47A104000,1973-06-01T00:00:00.000Z,28500,345:574
34641,47A105000,1966-05-19T00:00:00.000Z,16000,277:219
34642,47A106000,2004-08-19T00:00:00.000Z,0,WB47:933
34643,47A106000,1997-07-16T00:00:00.000Z,102000,698:491
34644,47A106000,1993-11-12T00:00:00.000Z,0,0:0
34645,47A107000,2004-01-20T00:00:00.000Z,175000,955:353
34646,47A107000,1989-03-31T00:00:00.000Z,64000,526:305
34647,47A107000,1985-10-21T00:00:00.000Z,55000,0:0
34648,47A107000,2014-03-20T00:00:00.000Z,194100,2014:896
34649,47A108000,2002-02-01T00:00:00.000Z,127000,838:675
34650,47A108000,1986-01-01T00:00:00.000Z,0,0:0
34651,47A108000,1992-09-28T00:00:00.000Z,90000,588:576
34652,47A109000,1966-03-31T00:00:00.000Z,17300,276:20
34653,47A110000,1998-01-06T00:00:00.000Z,10000,710:111
34654,47A110000,1979-02-01T00:00:00.000Z,39300,0:0
34655,47A110000,1985-10-23T00:00:00.000Z,71500,470:503
34656,47A111000,1986-11-18T00:00:00.000Z,69950,486:645
34657,47A111000,1992-04-30T00:00:00.000Z,103900,578:845
34658,47A112000,2005-12-01T00:00:00.000Z,205000,1059:862
34659,47A112000,2001-07-18T00:00:00.000Z,0,WB45:410
34660,47A112000,1987-09-12T00:00:00.000Z,0,480:359
34661,47A112000,1986-07-16T00:00:00.000Z,54000,0:0
34662,47A112000,2001-12-14T00:00:00.000Z,98500,832:790
34663,47A113000,1979-04-16T00:00:00.000Z,48500,401:94
34664,47A114000,2008-05-05T00:00:00.000Z,0,1186:935
34665,47A114000,1990-07-26T00:00:00.000Z,0,0:0
34666,47A114000,1996-03-12T00:00:00.000Z,0,667:832
34667,47A115000,2012-03-06T00:00:00.000Z,197000,2012:927
34668,47A115000,1987-11-09T00:00:00.000Z,74500,503:803
34669,47A115000,1978-12-29T00:00:00.000Z,49500,0:0
34670,47A115000,2008-03-18T00:00:00.000Z,185000,1180:495
34671,47A116000,2010-01-14T00:00:00.000Z,0,2010:177
34672,47A116000,1983-10-03T00:00:00.000Z,66000,443:464
34673,47A116000,2010-02-19T00:00:00.000Z,0,2010:567
34674,47A116000,2009-09-17T00:00:00.000Z,0,W2009:6492
34675,47A117000,1999-10-29T00:00:00.000Z,0,768:368
34676,47A117000,1995-06-30T00:00:00.000Z,88000,654:208
34677,47A117000,1999-07-02T00:00:00.000Z,0,WB 43:342
34678,47A117000,1973-03-28T00:00:00.000Z,34000,0:0
